client_id;anciennete_mois;nb_commandes_12m;panier_moyen_eur;jours_depuis_derniere_cmd;programme_fidelite;score_churn_pct;segment_churn;action_crm_recommandee;churn
696;51;7;50.3;11;0;1.2;Stable 🟢;Newsletter standard;0
697;38;3;8.45;71;0;35.6;Risque moyen 🟠;Email personnalisé + points fidélité;0
698;64;3;32.77;159;1;0.1;Stable 🟢;Newsletter standard;0
699;38;5;38.14;216;1;1.0;Stable 🟢;Newsletter standard;0
700;50;2;50.13;26;0;22.9;Stable 🟢;Newsletter standard;0
701;82;2;50.28;286;1;67.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
702;30;3;23.77;162;0;1.7;Stable 🟢;Newsletter standard;0
703;79;7;151.88;102;0;1.3;Stable 🟢;Newsletter standard;0
704;51;2;35.15;69;0;1.2;Stable 🟢;Newsletter standard;0
705;63;6;20.87;133;1;0.1;Stable 🟢;Newsletter standard;0
706;52;2;15.47;189;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
707;38;2;31.16;211;1;1.0;Stable 🟢;Newsletter standard;0
708;79;3;5.6;243;1;64.0;Risque moyen 🟠;Email personnalisé + points fidélité;1
709;30;6;2.68;166;1;0.1;Stable 🟢;Newsletter standard;0
710;51;6;74.34;61;0;28.3;Stable 🟢;Newsletter standard;1
711;81;5;77.23;362;1;29.6;Stable 🟢;Newsletter standard;0
712;5;4;60.33;279;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
713;29;5;114.93;113;1;0.1;Stable 🟢;Newsletter standard;0
714;4;8;3.2;30;1;0.1;Stable 🟢;Newsletter standard;0
715;10;2;219.88;323;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
716;56;2;7.99;161;1;0.2;Stable 🟢;Newsletter standard;0
717;17;2;89.67;234;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
718;74;2;11.45;339;1;1.1;Stable 🟢;Newsletter standard;0
719;17;5;169.56;170;1;0.1;Stable 🟢;Newsletter standard;0
720;69;2;57.18;318;1;0.9;Stable 🟢;Newsletter standard;0
721;34;3;6.87;186;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
722;6;4;76.72;57;1;0.1;Stable 🟢;Newsletter standard;0
723;53;5;0.73;240;0;99.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
724;66;3;119.7;257;1;1.0;Stable 🟢;Newsletter standard;0
725;77;6;84.12;358;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
726;43;7;19.12;201;1;69.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
727;75;1;37.57;325;1;96.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
728;23;2;0.63;315;1;0.9;Stable 🟢;Newsletter standard;0
729;55;4;94.65;302;1;1.0;Stable 🟢;Newsletter standard;0
730;80;5;31.17;106;0;21.3;Stable 🟢;Newsletter standard;0
731;75;6;67.81;290;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
732;16;3;251.22;101;0;1.3;Stable 🟢;Newsletter standard;0
733;8;3;28.47;97;1;0.1;Stable 🟢;Newsletter standard;0
734;4;4;370.34;153;1;0.1;Stable 🟢;Newsletter standard;0
735;4;6;80.13;29;1;0.1;Stable 🟢;Newsletter standard;0
736;56;2;22.18;153;1;3.2;Stable 🟢;Newsletter standard;0
737;25;4;45.93;73;1;0.1;Stable 🟢;Newsletter standard;0
738;67;5;107.91;254;1;1.0;Stable 🟢;Newsletter standard;0
739;67;3;47.32;4;1;0.1;Stable 🟢;Newsletter standard;0
740;27;4;5.68;237;1;1.0;Stable 🟢;Newsletter standard;0
741;32;6;14.77;38;1;0.1;Stable 🟢;Newsletter standard;0
742;50;6;125.35;20;1;0.1;Stable 🟢;Newsletter standard;0
743;61;5;83.61;113;1;2.3;Stable 🟢;Newsletter standard;0
744;51;4;67.49;23;1;0.1;Stable 🟢;Newsletter standard;0
745;19;6;14.68;136;0;35.6;Risque moyen 🟠;Email personnalisé + points fidélité;1
746;21;4;145.49;248;1;1.0;Stable 🟢;Newsletter standard;0
747;5;0;259.0;301;1;95.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
748;82;3;3.34;97;0;1.7;Stable 🟢;Newsletter standard;0
749;42;2;6.5;33;0;1.7;Stable 🟢;Newsletter standard;0
750;61;4;172.83;135;1;2.8;Stable 🟢;Newsletter standard;0
751;22;4;135.23;255;1;69.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
752;21;1;76.97;278;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
753;70;4;231.98;133;0;1.3;Stable 🟢;Newsletter standard;0
754;1;4;83.17;238;1;1.0;Stable 🟢;Newsletter standard;0
755;5;7;19.47;15;0;1.6;Stable 🟢;Newsletter standard;0
756;12;4;104.35;277;1;1.0;Stable 🟢;Newsletter standard;0
757;46;7;83.01;126;1;0.1;Stable 🟢;Newsletter standard;0
758;34;3;340.05;345;1;1.1;Stable 🟢;Newsletter standard;0
759;49;1;19.25;17;1;21.7;Stable 🟢;Newsletter standard;0
760;78;5;72.88;312;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
761;45;8;121.19;50;0;1.3;Stable 🟢;Newsletter standard;0
762;27;6;33.12;135;0;1.4;Stable 🟢;Newsletter standard;0
763;73;2;38.2;118;0;1.3;Stable 🟢;Newsletter standard;0
764;26;1;175.07;306;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
765;47;2;41.43;60;1;0.1;Stable 🟢;Newsletter standard;0
766;56;2;78.41;125;0;17.3;Stable 🟢;Newsletter standard;1
767;63;4;176.03;116;1;0.1;Stable 🟢;Newsletter standard;0
768;48;2;18.84;173;0;1.7;Stable 🟢;Newsletter standard;0
769;61;1;320.85;187;1;96.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
770;81;4;96.84;88;1;0.1;Stable 🟢;Newsletter standard;0
771;26;3;54.83;203;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
772;36;3;45.1;361;1;50.6;Risque moyen 🟠;Email personnalisé + points fidélité;0
773;1;7;246.97;311;1;0.9;Stable 🟢;Newsletter standard;0
774;8;3;18.43;320;1;1.1;Stable 🟢;Newsletter standard;0
775;52;4;29.88;182;1;0.8;Stable 🟢;Newsletter standard;0
776;79;4;29.43;352;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
777;47;2;27.29;168;1;4.3;Stable 🟢;Newsletter standard;0
778;56;2;50.57;181;1;0.5;Stable 🟢;Newsletter standard;0
779;14;4;362.1;300;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
780;28;7;175.7;130;1;0.1;Stable 🟢;Newsletter standard;0
781;78;3;31.79;149;1;0.1;Stable 🟢;Newsletter standard;0
782;2;6;43.98;306;1;1.0;Stable 🟢;Newsletter standard;0
783;26;4;88.57;209;1;1.0;Stable 🟢;Newsletter standard;0
784;14;4;1.38;111;1;0.1;Stable 🟢;Newsletter standard;0
785;59;4;137.25;137;0;10.9;Stable 🟢;Newsletter standard;0
786;56;5;169.49;355;1;1.1;Stable 🟢;Newsletter standard;0
787;7;4;155.71;211;1;81.3;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
788;3;2;37.61;146;1;0.1;Stable 🟢;Newsletter standard;0
789;23;3;49.59;84;1;0.1;Stable 🟢;Newsletter standard;0
790;18;5;1.0;30;0;1.7;Stable 🟢;Newsletter standard;0
791;38;6;40.79;65;0;1.2;Stable 🟢;Newsletter standard;0
792;15;3;49.36;24;1;0.1;Stable 🟢;Newsletter standard;0
793;64;3;189.99;211;1;1.0;Stable 🟢;Newsletter standard;0
794;28;3;179.54;222;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
795;74;3;270.74;90;1;3.4;Stable 🟢;Newsletter standard;0
796;39;3;173.1;106;0;1.3;Stable 🟢;Newsletter standard;0
797;57;2;0.66;172;0;2.4;Stable 🟢;Newsletter standard;0
798;17;3;82.06;230;1;1.0;Stable 🟢;Newsletter standard;0
799;44;5;5.65;77;0;2.1;Stable 🟢;Newsletter standard;0
800;25;2;25.46;68;1;0.1;Stable 🟢;Newsletter standard;0
801;17;4;69.08;353;0;99.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
802;13;4;96.48;92;0;3.2;Stable 🟢;Newsletter standard;0
803;25;3;85.05;88;1;0.1;Stable 🟢;Newsletter standard;0
804;68;5;4.02;50;1;0.1;Stable 🟢;Newsletter standard;0
805;10;4;8.75;103;1;0.1;Stable 🟢;Newsletter standard;0
806;67;3;11.01;46;0;1.7;Stable 🟢;Newsletter standard;0
807;18;8;7.67;179;1;0.2;Stable 🟢;Newsletter standard;0
808;34;6;15.7;267;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
809;8;3;93.31;268;1;1.0;Stable 🟢;Newsletter standard;0
810;40;4;142.15;320;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
811;83;5;42.05;8;1;0.1;Stable 🟢;Newsletter standard;0
812;42;4;94.42;265;1;1.0;Stable 🟢;Newsletter standard;0
813;41;8;17.85;78;1;0.1;Stable 🟢;Newsletter standard;0
814;6;4;289.79;240;1;1.0;Stable 🟢;Newsletter standard;0
815;52;3;34.46;258;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
816;26;7;149.6;196;1;1.0;Stable 🟢;Newsletter standard;0
817;64;4;232.57;330;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
818;59;4;160.03;131;0;14.3;Stable 🟢;Newsletter standard;1
819;56;8;5.55;343;1;1.1;Stable 🟢;Newsletter standard;0
820;59;5;84.06;261;1;1.0;Stable 🟢;Newsletter standard;0
821;70;2;10.23;242;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
822;33;6;0.45;171;1;0.2;Stable 🟢;Newsletter standard;0
823;53;7;4.25;147;1;0.1;Stable 🟢;Newsletter standard;0
824;22;4;198.3;270;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
825;21;4;191.28;149;0;1.3;Stable 🟢;Newsletter standard;0
826;70;6;20.48;299;1;65.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
827;70;1;63.36;28;0;98.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
828;4;5;248.14;149;1;0.1;Stable 🟢;Newsletter standard;0
829;75;2;54.93;280;1;1.0;Stable 🟢;Newsletter standard;0
830;62;5;40.01;182;1;0.8;Stable 🟢;Newsletter standard;0
831;62;7;52.82;166;0;1.7;Stable 🟢;Newsletter standard;0
832;24;0;124.93;17;1;38.8;Risque moyen 🟠;Email personnalisé + points fidélité;0
833;55;5;51.9;150;0;1.6;Stable 🟢;Newsletter standard;0
834;9;5;122.33;339;1;1.1;Stable 🟢;Newsletter standard;0
835;3;4;45.21;45;1;0.1;Stable 🟢;Newsletter standard;0
836;31;3;23.23;330;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
837;40;3;31.62;189;1;1.0;Stable 🟢;Newsletter standard;0
838;36;4;6.48;139;1;0.1;Stable 🟢;Newsletter standard;0
839;24;2;55.03;61;1;2.2;Stable 🟢;Newsletter standard;0
840;6;3;12.82;294;1;1.0;Stable 🟢;Newsletter standard;0
841;66;0;133.51;322;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
842;75;1;43.66;33;1;4.0;Stable 🟢;Newsletter standard;0
843;4;3;115.85;299;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
844;79;2;247.13;112;1;0.1;Stable 🟢;Newsletter standard;0
845;6;3;151.49;291;1;1.0;Stable 🟢;Newsletter standard;0
846;51;5;242.04;37;1;0.1;Stable 🟢;Newsletter standard;0
847;62;2;67.13;100;0;1.4;Stable 🟢;Newsletter standard;0
848;57;5;14.46;23;1;0.1;Stable 🟢;Newsletter standard;0
849;66;4;219.16;218;1;1.0;Stable 🟢;Newsletter standard;0
850;79;2;162.3;89;0;1.5;Stable 🟢;Newsletter standard;0
851;75;4;159.85;209;1;1.0;Stable 🟢;Newsletter standard;0
852;8;5;94.54;271;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
853;26;3;78.45;237;0;98.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
854;51;3;1.19;209;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
855;45;2;110.28;278;0;99.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
856;44;3;7.68;206;1;69.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
857;5;4;24.06;78;0;6.0;Stable 🟢;Newsletter standard;0
858;70;2;64.15;328;1;85.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
859;26;5;48.08;98;0;1.4;Stable 🟢;Newsletter standard;0
860;68;1;1.27;346;1;99.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
861;19;5;138.97;350;1;1.1;Stable 🟢;Newsletter standard;0
862;20;3;168.83;336;1;88.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
863;12;4;91.62;94;1;0.1;Stable 🟢;Newsletter standard;0
864;47;3;62.31;80;1;0.1;Stable 🟢;Newsletter standard;0
865;1;6;259.0;38;1;0.1;Stable 🟢;Newsletter standard;0
866;14;1;10.22;228;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
867;64;4;107.13;134;1;41.5;Risque moyen 🟠;Email personnalisé + points fidélité;0
868;38;6;10.99;196;1;1.0;Stable 🟢;Newsletter standard;0
869;37;1;38.48;282;0;100.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
870;11;6;70.45;101;1;0.1;Stable 🟢;Newsletter standard;0
871;77;4;106.87;75;1;0.1;Stable 🟢;Newsletter standard;0
872;3;3;0.3;294;1;68.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
873;33;3;24.15;208;1;1.0;Stable 🟢;Newsletter standard;0
874;6;3;61.81;83;1;1.9;Stable 🟢;Newsletter standard;0
875;50;5;60.89;143;1;0.1;Stable 🟢;Newsletter standard;0
876;10;2;81.21;56;0;1.3;Stable 🟢;Newsletter standard;0
877;5;4;28.98;361;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
878;23;7;62.21;287;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
879;10;3;16.84;211;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
880;44;1;16.55;179;0;82.1;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
881;2;5;68.75;58;1;0.1;Stable 🟢;Newsletter standard;0
882;13;2;92.53;73;0;1.2;Stable 🟢;Newsletter standard;0
883;40;6;10.26;215;1;1.0;Stable 🟢;Newsletter standard;0
884;2;2;10.48;266;1;61.9;Risque moyen 🟠;Email personnalisé + points fidélité;0
885;65;3;66.65;73;1;0.1;Stable 🟢;Newsletter standard;0
886;63;7;25.19;271;1;1.0;Stable 🟢;Newsletter standard;0
887;73;3;39.86;354;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
888;17;7;40.97;234;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
889;9;2;15.74;319;1;0.9;Stable 🟢;Newsletter standard;0
890;75;4;0.11;19;1;1.9;Stable 🟢;Newsletter standard;0
891;15;3;153.47;113;1;0.1;Stable 🟢;Newsletter standard;0
892;24;3;100.42;63;1;0.1;Stable 🟢;Newsletter standard;0
893;38;5;93.83;184;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
894;35;5;63.26;277;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
895;49;6;96.58;162;1;0.1;Stable 🟢;Newsletter standard;0
896;69;2;219.52;243;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
897;62;7;87.65;145;1;0.1;Stable 🟢;Newsletter standard;0
898;60;5;24.64;146;1;0.1;Stable 🟢;Newsletter standard;0
899;50;4;67.62;81;0;1.3;Stable 🟢;Newsletter standard;0
900;78;1;46.72;322;1;96.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
901;75;8;65.03;321;1;1.1;Stable 🟢;Newsletter standard;0
902;9;1;58.32;43;1;4.2;Stable 🟢;Newsletter standard;0
903;34;5;156.59;313;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
904;76;0;84.4;293;1;96.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
905;35;5;16.74;176;0;1.9;Stable 🟢;Newsletter standard;0
906;1;5;5.21;69;1;3.5;Stable 🟢;Newsletter standard;0
907;40;2;44.18;56;1;0.1;Stable 🟢;Newsletter standard;0
908;64;3;1.26;119;0;1.5;Stable 🟢;Newsletter standard;0
909;22;3;30.65;204;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
910;60;6;36.71;55;0;1.4;Stable 🟢;Newsletter standard;0
911;64;11;37.68;38;1;0.1;Stable 🟢;Newsletter standard;0
912;72;3;310.4;243;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
913;11;3;28.98;201;1;1.0;Stable 🟢;Newsletter standard;0
914;14;4;24.66;236;0;99.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
915;60;3;11.08;15;1;0.1;Stable 🟢;Newsletter standard;0
916;30;4;57.23;144;1;2.1;Stable 🟢;Newsletter standard;0
917;35;8;13.35;77;1;0.1;Stable 🟢;Newsletter standard;0
918;37;2;76.63;309;1;68.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
919;5;2;13.49;263;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
920;83;3;68.77;185;1;0.8;Stable 🟢;Newsletter standard;0
921;78;1;140.02;55;1;4.2;Stable 🟢;Newsletter standard;0
922;26;3;3.48;308;1;1.0;Stable 🟢;Newsletter standard;0
923;62;3;43.54;4;1;0.1;Stable 🟢;Newsletter standard;0
924;4;5;49.45;299;1;1.0;Stable 🟢;Newsletter standard;0
925;42;4;125.26;40;1;3.7;Stable 🟢;Newsletter standard;0
926;18;4;50.48;230;1;1.0;Stable 🟢;Newsletter standard;0
927;40;5;67.06;286;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
928;72;2;125.31;138;1;0.1;Stable 🟢;Newsletter standard;0
929;39;4;65.63;103;1;0.1;Stable 🟢;Newsletter standard;0
930;14;7;35.49;7;1;0.1;Stable 🟢;Newsletter standard;0
931;32;1;7.18;164;1;8.9;Stable 🟢;Newsletter standard;0
932;51;3;104.72;276;1;1.0;Stable 🟢;Newsletter standard;0
933;38;4;163.92;49;0;1.3;Stable 🟢;Newsletter standard;0
934;23;2;280.7;96;1;0.1;Stable 🟢;Newsletter standard;0
935;63;1;208.95;59;1;72.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
936;15;6;127.73;231;0;99.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
937;25;2;82.51;177;1;3.9;Stable 🟢;Newsletter standard;0
938;17;2;121.66;90;0;1.2;Stable 🟢;Newsletter standard;0
939;66;1;45.26;282;0;99.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
940;78;2;72.27;36;1;0.1;Stable 🟢;Newsletter standard;0
941;53;3;34.3;171;1;0.1;Stable 🟢;Newsletter standard;0
942;51;2;31.65;126;1;0.1;Stable 🟢;Newsletter standard;0
943;39;6;113.07;299;1;66.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
944;51;6;48.4;355;1;1.1;Stable 🟢;Newsletter standard;0
945;70;3;19.08;204;1;1.0;Stable 🟢;Newsletter standard;0
946;6;5;18.05;289;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
947;67;2;156.82;356;1;90.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
948;7;3;90.6;97;1;4.0;Stable 🟢;Newsletter standard;0
949;51;4;63.18;238;1;1.0;Stable 🟢;Newsletter standard;0
950;72;4;40.99;173;0;2.2;Stable 🟢;Newsletter standard;0
951;42;4;45.08;301;1;1.0;Stable 🟢;Newsletter standard;0
952;64;0;4.73;88;1;23.1;Stable 🟢;Newsletter standard;0
953;15;3;48.54;351;1;1.1;Stable 🟢;Newsletter standard;0
954;29;2;126.96;17;0;1.3;Stable 🟢;Newsletter standard;0
955;33;5;39.28;140;0;1.3;Stable 🟢;Newsletter standard;0
956;27;4;38.71;254;0;98.9;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
957;36;11;1.27;278;1;1.0;Stable 🟢;Newsletter standard;0
958;29;4;48.97;151;1;0.1;Stable 🟢;Newsletter standard;0
959;38;3;2.05;346;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
960;57;2;67.58;334;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
961;27;9;56.54;140;0;1.4;Stable 🟢;Newsletter standard;0
962;55;1;146.61;114;1;4.4;Stable 🟢;Newsletter standard;0
963;33;4;69.74;68;0;1.3;Stable 🟢;Newsletter standard;0
964;68;7;31.26;179;1;0.1;Stable 🟢;Newsletter standard;0
965;66;3;58.09;125;0;13.8;Stable 🟢;Newsletter standard;0
966;10;3;96.24;313;1;52.1;Risque moyen 🟠;Email personnalisé + points fidélité;0
967;5;6;7.89;311;1;0.9;Stable 🟢;Newsletter standard;0
968;74;4;77.63;338;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
969;38;5;198.75;363;1;1.1;Stable 🟢;Newsletter standard;0
970;13;9;28.43;358;1;1.1;Stable 🟢;Newsletter standard;0
971;31;0;78.81;233;1;96.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
972;47;6;137.78;147;1;1.1;Stable 🟢;Newsletter standard;0
973;52;5;57.36;111;0;18.3;Stable 🟢;Newsletter standard;0
974;56;3;101.26;363;1;1.1;Stable 🟢;Newsletter standard;0
975;15;6;29.8;358;1;1.1;Stable 🟢;Newsletter standard;0
976;29;3;29.23;238;1;1.0;Stable 🟢;Newsletter standard;0
977;8;7;88.11;3;1;0.1;Stable 🟢;Newsletter standard;0
978;5;5;97.77;211;0;99.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
979;29;7;221.18;25;0;63.0;Risque moyen 🟠;Email personnalisé + points fidélité;1
980;47;4;20.37;331;1;1.1;Stable 🟢;Newsletter standard;0
981;68;4;50.52;184;1;0.9;Stable 🟢;Newsletter standard;0
982;76;2;23.07;61;1;0.1;Stable 🟢;Newsletter standard;0
983;45;6;6.68;123;0;1.7;Stable 🟢;Newsletter standard;0
984;2;3;41.3;55;1;0.1;Stable 🟢;Newsletter standard;0
985;27;5;37.48;163;1;0.1;Stable 🟢;Newsletter standard;0
986;36;3;25.22;187;1;1.0;Stable 🟢;Newsletter standard;0
987;36;7;28.19;39;0;1.3;Stable 🟢;Newsletter standard;0
988;26;4;35.75;185;0;98.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
989;43;2;359.62;83;0;66.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
990;27;1;122.21;195;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
991;69;3;5.93;34;1;0.1;Stable 🟢;Newsletter standard;0
992;20;9;164.72;113;1;0.1;Stable 🟢;Newsletter standard;0
993;11;7;80.26;230;1;1.0;Stable 🟢;Newsletter standard;0
994;74;6;177.01;283;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
995;38;3;33.45;287;1;1.0;Stable 🟢;Newsletter standard;0
996;6;3;49.97;155;1;0.1;Stable 🟢;Newsletter standard;0
997;72;5;181.24;165;0;1.6;Stable 🟢;Newsletter standard;0
998;23;6;25.46;182;1;0.8;Stable 🟢;Newsletter standard;0
999;47;4;197.68;239;1;1.0;Stable 🟢;Newsletter standard;0
1000;46;3;141.05;137;1;0.1;Stable 🟢;Newsletter standard;0
1001;12;4;315.23;339;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1002;13;9;31.36;266;1;1.0;Stable 🟢;Newsletter standard;0
1003;62;3;21.51;187;1;74.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;0
1004;82;5;32.14;40;1;0.1;Stable 🟢;Newsletter standard;0
1005;60;9;247.47;310;1;50.2;Risque moyen 🟠;Email personnalisé + points fidélité;0
1006;43;5;32.41;167;0;32.9;Stable 🟢;Newsletter standard;0
1007;76;1;66.63;260;1;97.4;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1008;68;1;41.36;143;1;76.0;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1009;5;6;40.36;204;1;26.9;Stable 🟢;Newsletter standard;0
1010;37;4;17.19;176;0;1.9;Stable 🟢;Newsletter standard;0
1011;72;6;61.62;262;1;1.0;Stable 🟢;Newsletter standard;0
1012;31;8;151.45;252;1;1.0;Stable 🟢;Newsletter standard;0
1013;9;4;4.06;329;1;1.1;Stable 🟢;Newsletter standard;0
1014;51;5;176.02;200;1;1.0;Stable 🟢;Newsletter standard;0
1015;29;6;87.6;199;1;1.0;Stable 🟢;Newsletter standard;0
1016;78;5;76.72;196;1;1.0;Stable 🟢;Newsletter standard;0
1017;40;2;78.66;314;1;0.9;Stable 🟢;Newsletter standard;0
1018;41;5;28.11;77;0;8.2;Stable 🟢;Newsletter standard;0
1019;11;6;42.91;19;0;1.3;Stable 🟢;Newsletter standard;0
1020;23;2;128.47;62;1;2.0;Stable 🟢;Newsletter standard;0
1021;1;5;29.27;327;1;1.1;Stable 🟢;Newsletter standard;0
1022;46;5;50.79;281;1;1.0;Stable 🟢;Newsletter standard;0
1023;21;4;1.59;250;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1024;36;4;105.81;227;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1025;54;5;43.26;127;1;2.1;Stable 🟢;Newsletter standard;0
1026;57;3;59.62;58;1;0.1;Stable 🟢;Newsletter standard;0
1027;1;4;9.75;204;1;1.0;Stable 🟢;Newsletter standard;0
1028;63;6;383.46;243;1;1.0;Stable 🟢;Newsletter standard;0
1029;54;5;28.82;332;0;99.6;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1030;55;3;80.63;326;1;1.1;Stable 🟢;Newsletter standard;0
1031;40;5;69.64;252;1;1.0;Stable 🟢;Newsletter standard;0
1032;15;5;123.0;322;1;84.5;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1033;21;5;27.83;199;0;98.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1034;47;0;112.82;343;0;99.7;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1035;73;4;38.57;240;1;1.0;Stable 🟢;Newsletter standard;0
1036;53;3;42.37;139;0;1.4;Stable 🟢;Newsletter standard;0
1037;9;2;89.35;122;0;35.6;Risque moyen 🟠;Email personnalisé + points fidélité;0
1038;74;0;122.7;49;0;73.8;Risque élevé 🔴;Appel CRM + offre de rétention -20%;1
1039;52;3;87.94;304;1;1.0;Stable 🟢;Newsletter standard;0
1040;57;4;184.11;115;0;1.2;Stable 🟢;Newsletter standard;0
1041;26;2;26.86;343;1;1.1;Stable 🟢;Newsletter standard;0
1042;41;3;184.7;251;1;1.0;Stable 🟢;Newsletter standard;0
1043;35;0;11.22;7;1;2.1;Stable 🟢;Newsletter standard;0
1044;63;4;86.19;219;1;1.0;Stable 🟢;Newsletter standard;0
1045;25;7;63.46;77;1;0.1;Stable 🟢;Newsletter standard;0
1046;75;6;54.6;179;1;0.1;Stable 🟢;Newsletter standard;0
1047;38;3;29.79;145;0;12.8;Stable 🟢;Newsletter standard;0
